review,sentiment
"Wow, there are no words to describe how bad this movie truly is. I usually pride myself on being able to enjoy any movie no matter how bad, but this was just too much. I would only suggest watching this movie as a torture device. If you can get past the terrible plot and dialogue by watching it on mute, the even more terrible camera work and shoddy special effects make this movie a real horror. If your thinking about watching this because your a Sandra Bullock fan, don't even bother as she has less than ten minutes of screen time, and her acting is absolutely atrocious. Not to mention the rest of the cast, which could be replaced with baboons who would do a better job, at least then we wouldn't have to listen to the terrible dialogue.",0
"When i finally had the opportunity to watch Zombie 3(Zombie Flesheaters 2 in Europe)on an import Region 2 Japanese dvd,i was blown away by just how entertaining this zombie epic is.The transfer is just about immaculate,as good as it's ever going to look unless Anchor Bay gets a hold of it.The gore truly stands out like it should and you can really appreciate the excellent makeup and gore fx.The sound is also terrific.It's only 2 channel dolby but if you have a receiver with Dolby Prologic 2,you can really appreciate the cheesy music(actually a very good score),and the effective although cheap sound effects.It never sounded so good,and the excellent transfer adds to the overall enjoyment.<br /><br />I never realized just how much blood flows in this film,it's extremely brutal with exploding head shots,exploding puss filled mega pimples,a cleaver to a zombies throat,a woman's burned off extremities(how come it did'nt burn the guy also),intestinal munching,zombie babies and so much more i lost track.<br /><br />This is no doubt for hardcore Zombie action fans,especially of the Italian kind.There is some excellent set pieces and cinematography to be found,i think people don't give it enough credit,if you see a clean print,and not some horrendous pirate copy,it's a whole other experience entirely.<br /><br />This film never lets up for a second,and i realize it's inconsistent plotwise,the dubbing is horrible,the acting is stiff,and it's sense of irreverence is celebrated in grand fashion,but that's part of it's charm.<br /><br />To me this is one of the best horror films ever made,you can't make a film this bad,so good,on purpose.It's accidental genius of the highest order.If they played it for laughs it would have been a disaster,but they played it straight as an arrow and the result is a terrific cult classic that thumbs it's nose at any and all traditional moviemaking standards.<br /><br />Tons of action sequences,exotic locales,excellent set design,good,sometimes great cinematography,wonderfully cheesy acting,and inconsistent but still interesting plot,great makeup effects,beautiful women who can kick butt,excellent music,and sometimes hilarious,sometimes creepy,but always entertaining zombies.How can you go wrong with this film,it has it all,a cult classic that stands the test of time.",0
"I was a sophomore in college when this movie came out and I had never actually seen it until last night. I finally decided to watch it because I like good dancing and because the movie had such cultural impact. After seeing the movie I am completely baffled by how it had any effect other than putting people to sleep.<br /><br />The story is pretty preposterous when you think about it. Does anyone actually buy the idea that that beer joint full of gnarly old steel-workers and teamsters could keep their client̬le with the high concept dances that those girls were doing? They would have all been over to Zanzibar faster than you can say ""performance art"". Can you imagine the reaction of the real life versions of that audience to that bizarre TV watching No theater dance thing that she did? Please.<br /><br />It seems plausible to me that there could be a woman that worked in a steel yard and was also a dancer--after all both are physically demanding jobs. But I didn't buy for a second that THAT girl worked in a steel yard. And I didn't buy for a second that I was looking at a real steel yard. Steel work is dangerous. You don't keep your work area looking like a junk yard and not end up loosing a limb. I love some of the inane shots like when two welders are sitting in the big corrugated tubes welding. What the hell are they doing in there? Or when she is cutting six inches off of a rusty steel bar with a cutting torch. She was obviously board and just started cutting random things up.<br /><br />But story holes like that can be overlooked if the movie is fun or at least stimulating in some way. Flashdance doesn't offer anything to balance it, however.<br /><br />The dancing horrible. It is the spastic twitch-and-pose style that ruined American musicals until...well are we really over it yet? The sensuality that the movie tries for is ruined by Jennifer Beal's complete lack of personality. I mean I am a 42 year old male and when she was supposed to be eating lobster my only reaction was to think that she should get a lobster bib.<br /><br />You can't really get behind Alex and her dreams because her character is so stupid and shallow. The dog had more going on than she did.<br /><br />The love affair is flat. It comes across as nothing more than a boss with the hots for one of his workers. Zero passion.<br /><br />Even the final scene where she dances for Orville Redenbacher and some other stiffs is unsatisfying because the panels reaction is so unbelievable. What serious dancers wouldn't roll their eyes at Alex's lame cheerleader routine? In short the movie had nothing but leg-warmers and large sweatshirts. Oh, yeah, there is a good chunk of nudity when Alex ""rescues"" her friend from being a useless erotic dancer (a laughable bit of hypocrisy). Other than that the movie is a waste of time. I wish that the MST3K crew were still in business. This would make good fodder for them.",0
"i saw this movie at the toronto film festival with fairly solid expectations. the movie has a great cast and was closing at the festival so it must be good, right? how wrong i was. <br /><br />i knew we were in trouble when before the film the director was talking about how when he was directing an episode of wiseguy he met an unknown actor named kevin spacey (a director/writer of wiseguy making his feature debut = blah)... well the director/writer of Edison must have some incriminating pictures of kevin spacey killing a homeless man, because i cannot see how he (along with the other actors in the film) would ever agree to be in this disaster. <br /><br />this movie is absolutely appalling! it's a mixture of every cop hard boiled clich̩ ever. there is nothing new with Edison. the acting was bad and the direction was even worse. it looked like that aforementioned episode of wiseguy. this was the best casted direct to video movie i've ever seen. <br /><br />some examples of just bad silly moments in Edison... morgan freeman dancing around his apartment for no reason to rock and roll music... justin timberlake getting creative criticism from his belle while his apartment is surrounded by candles... llcoolj driving a vintage firebird... 3 guys being shot in the head...<br /><br />this movie is the opposite of good.<br /><br />STAY AWAY FROM EDISON!",0
"It's what you expect. It induces laughter, cringing, and dry-heaving, not necessarily in that order. It's over-the-top. You will see things that you may never be able to erase from your mind's eye. "" Jackass Number Two"" is better than the first; the actors definitely took more risks while filming this movie. There are many stunts which could have killed the actors, especially Johnny Knoxville. The treatment of animals was suspect, but other than that, the movie achieved what is was made to achieve. If you like the preview, see the movie. If you don't, steer clear! <br /><br />8 out of 10",1
"I've been a fan since his first album. This film is a disservice to him. The performances, except for one by Rufus Wainwright and Teddy Thompson are simply terrible. <br /><br />Those by Martha Wainwright, Nick Cave, Antony, and Jarvis Cocker were particularly annoying. Even the one by the McGarrigle sisters was ruined by the so called harmony of Martha Wainwright.<br /><br />I've never seen my wife get up and walk out of the room on a film before and I found myself fast forwarding through the performances to get to the few interview segments, which were also difficult to watch due to the poor camera work. <br /><br />There are many who have been able to interpret Mr. Cohen's songs, Jennifer Warnes, KD Lang, Billy Joel, Aaron Neville, and Willie Nelson come to mind, but those people selected for this performance were just awful.<br /><br />Hopefully there will be another attempt at capturing Leonard Cohen on film that will illustrate his insight, talent, and intelligence.<br /><br />So sad",0
"Hail Bollywood and men Directors !<br /><br />Really this is the ultimate limit in utter sacrifice made by Indian Woman !!<br /><br />Viewing the current state of affairs in India where The wives are becoming more vicious day by day and are very possessive about their husbands - the Directors ..also can be called Uncle Scars (refer movie The Lion King) came up with a very new concept on how both the kept and the wife can live together happily ever after sharing everything between themselves ...including the spermikins !!<br /><br />Story line : Married couple - very happy - but accidentally a mishap happens and wife has a miscarriage - lost the foetus along with the capacity of ever becoming a mother !<br /><br />Now in in India, the in- laws usually drive away the daughter- in- law if she fails to give them an heir ! So the wife hits upon a major plan - surrogate mother...but the scientists intervened - ""Sure artificial insemination"" - NO said the artist (Director actually) - ""Neighbourhood will come to know that the daughter - in - law is barren so they are going for surrogate mother !!<br /><br />Neighbours ! society !! gosh the same ones who watch Fashion TV day and night - watching girls between the age group of 14 to 40 ...al in bras and panties - well those neighbors suddenly take an upper hand in family planning and decision making !!<br /><br />SO the wife sends away her husband to a beer bar where girls are dancing on the stage - all mostly uneducated and illiterate - but men love such women as they can satisfy their egos a lot !<br /><br />He hires the lead dancer in the pub - asks her to bear his baby - in exchange for money - she agrees - she comes home - becomes pregnant - wife and kept - both co-exist in the same house - in the mean time the prostitute also gets a taste of household life - so much caring people around - she misses them all and cries silently !! In the mean time - no one in the family comes to know that the real daughter in law is roaming around with a pillow beneath her petticoat !!- the mother or other elderly people never took her for check-ups - nor did they try to feel the baby's movements in the womb !!",0
"I have seen The Perfect Son about three times. I fail to see how this film is a gay film, I am not even gay, but I don't see it as a gay film. It is a film with a gay character, I can't see why every film with a gay character should be strictly a film about being gay. I find the film to be sympathetic to the study of death, the death of someone who is your kin. I think Theo turns his life around fairly quickly after rehab because he wants to and watching his brother dying in front of him makes him reassess his life. I found the dialog in the scene when Theo tells Ryan he is going to be a father to be very moving, Ryan states that he doesn't want to know about the things he is never going to see or share with anyone. Isn't that horrific and sad? I highly recommend the film.",1
"To keep from being bored during ""Love and Sex,"" first I tried to think of all the movies this was imitative of: ""Breaking Up"" with Russell Crowe and Salma Hayek (though that had a more original ending), ""About Last Night"" with Rob Lowe, and a lot of TV shows. <br /><br />Second was admiring just how gorgeous Framke Janssen is so I couldn't believe for a nanosecond that she could have a problem getting a date. She is certainly in line to give Julia Roberts a run for her money, literally-- and wasn't Julia in some movie with this same plot or other? <br /><br />Third was trying to figure out why the writer/director bothered to give Jon Favreau's character the Jewish name of Adam Levy; he even refers admiringly to eating a ham sandwich.<br /><br />Fourth was trying to figure out why some critics had given this a good review which is why I was in the theater.<br /><br />(originally written 9/2/2000)",0
"Anyone who enjoyed this series when first broadcast (I rushed home from school to see it) now is of a certain age so I can only add my comments to those asking for a DVD release to enable those of us to relive the memories of first transmission before it simply becomes a piece of unremembered TV archive history. If so many old TV series from the sixties and seventies can be released, why not this? Surely the rights clearances can't be that difficult. Most of the Shakespeare lines I can quote comes from this iconic series and I remember swapping them with my school chums as we tried to outdo each other's memories of the text. Peter Dews rightly deserved the credit for having the foresight to bring it to the screen. This surely was public broadcasting at its finest. Robert Hardy and Sean Connery fighting to the death - it's riveting stuff and from the beginning of the BBC Television's golden age. Come on BBC. Clear it and license it please. March 2009 So finally the DVD is here and congratulations to those who have made it happen. The picture quality is remarkably good and the performances every bit as good as the memory thought. Now all those who clamoured for it must buy it and relive those magic moments.<br /><br />UK viewers. Given the series was made in the UK by the BBC using British actors it's strange that the DVD release is not available there on Region 2 (Europe) DVD and can only be imported from the US and played on modified players. It seems hardly likely that there are major rights issues, perhaps the market was felt to be too small so why on earth wasn't it released 'region free?' so everyone could enjoy it?",1
"The movie is a bit ""thin"" after reading the book, but it's still one of the greatest movies ever made. Sheryl Lee is beautiful and Nick Nolte is really ""vonneguty"". He makes great job expressing the feelings from the book to the film. Not many films engage the feeling of the book as well as Mother Night does.",1
"There's a part of me that would like to give this movie a high rating. Considering that it was made in 1953, this is a very courageous movie about transvestites, tackling the issue fairly seriously and sympathetically (and offering the viewer a lot of information on the subject) and trying very hard not to stereotype. The movie clearly makes the point that transvestites are not homosexuals, and that aside from wearing women's clothing they lead a relatively normal life. It deals with the pain of not being accepted in society - the plot revolves around a police officer (Lyle Talbot) desperately trying to understand the issue because of the recent suicide of a transvestite. So, you have to give everyone involved with this movie credit for taking on such a controversial (in the context of 1953) subject.<br /><br />Having said all that, I'm also sorry to say that this movie is absolutely dreadful. In trying to portray Glen/Glenda's (Edward D. Wood) pain, the movie falls into silly (and at times surprisingly - again given the era - sensual) fantasies that make the story very hard to follow. The acting is wooden at best. None of the dialogue comes across as real; the actors look and sound like people reading speeches written by others. And - worst of all - there was no point to having Bela Lugosi in this movie. This was another of the increasingly embarrassing roles this poor man took on in the latter stages of his career. ""Pull the strings; pull the strings,"" poor Lugosi's character (called The Spirit in the credits, but really coming across as more of a mad scientist) kept crying. And nothing he did really seemed to have much connection with the rest of the movie.<br /><br />For artistic merit, the movie doesn't really deserve much more than 1/10. However, for the courage involved in just putting it out, I'll give it a 3/10.",0
"Seriously Reality Charity TV These producers must think that the masses are full of non-thinkers.<br /><br />These shows are called reality, which means they are suppose to resemble something real, with truth or facts.<br /><br />I suppose the characters are really acting in all the pathetic-ness.<br /><br />At one point I wonder if these type of shows decrease or increase the collective unconsciousness.<br /><br />We live in a world that already contains individuals that are not authentic. <br /><br />Is it necessary to promote an inauthentic way of being?",0
"""Party Girl"" capitalizes on the tremendous charm of Parker Posey. In fact, at times, the movie seems to be a vehicle in which Ms. Posey is allow to play herself, as she normally is in real life.<br /><br />The film, directed by Daisy Von Scherler Mayer, is a treat for Ms. Posey's fans. Ms. Von Scherler Mayer takes us on a wild trip into lower Manhattan to show us this aimless soul whose life is dedicated to have fun in the different clubs she constantly frequents. This is an era that still was more naive than what that area and the adjacent Meat Market districts became. At least, there are no pretensions in the films and we see down to earth people going about their lives in a normal way, if we can call it that way.<br /><br />Parker Posey makes an amazing Mary. It's because of Parker Posey we enjoy the movie more than if another actress would have played Mary. She is the whole picture. The rest of the cast is good.",1
"THE SUNSHINE BOYS was the hilarious 1975 screen adaptation of Neil Simon's play about a retired vaudevillian team, played by Walter Matthau and George Burns, who had a very bitter breakup and have been asked to reunite one more time for a television special or something like that. The problem is that the two still hate each other and want nothing to do with each other. Richard Benjamin appears as Matthau's nephew, a theatrical agent who has been given the monumental responsibility of making this reunion a reality. This warm and winning comedy is a lovely valentine to a forgotten form of entertainment...vaudeville and it works mainly thanks to one of Neil Simon's better screenplays and outstanding work by Matthau, Burns, and Benjamin. Burns won the Best Supporting Actor Oscar for this, but I think Matthau walks away with this film with his flawlessly hilarious performance as Willy Clark. Matthau was nominated for Best Actor but didn't stand a chance against Nicholson for ONE FLEW OVER THE CUCKOO'S NEST; however, in another year, this was an Oscar-worthy performance. Matthau commands the screen and there is not a false note in this beautifully timed performance. The scene where he is auditioning for a potato chip commercial and can't get the name of the product right is a classic. THE SUNSHINE BOYS is a warm and winning Neil Simon comedy which shines thanks to unbeatable chemistry between Matthau and Burns.",1
"Those French and those Germans sure have a long history of not liking each other. It is interesting to note that Kamerdaschaft or Comradeship in translation takes place in 1931. Only a few years later, Hitler would siege Germany and begin his plans to take over the world, France being a casualty of his ambitions. But these are times of sereneness compared to the future. A group of miners at the border try to cross over to France to get work. They are spurned back and later at a nightclub by their French neighbors. Then a disaster happens in the mines of the French and a well-crafted and written scene, a troupe of German miners decide to come to the rescue. A simple story is it not? Pabst was a poet of silent cinema and I am not sure if this is his first sound movie or not, but his poetry is there to be discovered. He isn't fussy but brings a rugged realism to the ordeal. Ther is even a flashback to a WWII event that beckons the point of this story. Supposedly based on a real event, the movie does the events proudly with directness and terseness. Smetimes, that's what a movie needs to be.",1
"Dear reader, Watch out! This movie is not really a movie, though its creators have the impertinence to call it so. If you have not been warned about its content, here it goes: the film is simply a sequence of imagines which flow continually and are trying to transmit a certain feeling, concept. They could be called, therefore, symbols. The images are accompanied by a soundtrack, it's purpose being to create atmosphere as well. However, the images the director has chosen can only transmit feelings to an American audience, because they are, in an overwhelming number, American icons. Though the film is intended to express the idea of ""civilized warfare"", it fails to do so not only because of the general chaos, but also because it is far too long and tiresome, and I strongly felt that a lot of the scenes have not to do with ""war"", in whichever conception. To conclude, I was greatly disappointed by a documentary which is not a documentary, a movie which is not a movie, a ""something"" whose only strong point is the extraordinary use of technology in image processing.",0
